account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,Orders_per_Month,total_customer_spend,inactivity_risk_score,frustration_index,discount_hunter
29,230.58,1,15,0.423,0.0176,2,0,1.4,0.72,4.26,4.75,7.87,4.6,0,1.0344827586206897,230.58,6.25,0.003968432919954904,1.9457999999999998
56,52.03,15,2,0.545,0.0368,3,0,0.4,0.696,4.11,5.53,6.99,6.5,0,1.2678571428571428,780.45,1.4285714285714286,0.013817271589486858,3.5425000000000004
8,71.32,1,140,0.672,0.1056,0,0,2.7,0.814,4.02,1.0,8.67,7.3,1,1.125,71.32,37.83783783783784,0.0,4.905600000000001
16,21.99,5,14,0.375,0.2319999999999999,1,0,2.7,0.616,3.63,5.37,7.19,5.5,0,1.3125,109.94999999999999,3.7837837837837838,0.02832722832722831,2.0625
28,86.17,8,9,0.514,0.1144,0,0,4.5,0.462,4.07,6.32,8.69,6.1,0,1.2857142857142856,689.36,1.6363636363636365,0.0,3.1353999999999997
28,94.58,1,30,0.276,0.1976,1,0,4.9,0.155,3.51,5.17,7.18,4.4,0,1.0357142857142858,94.58,5.084745762711864,0.024156479217603912,1.2144000000000001
3,39.11,1,1,0.36,0.1192,0,0,3.5,0.801,4.28,6.15,8.88,5.3,0,1.3333333333333333,39.11,0.2222222222222222,0.0,1.908
35,37.1,1,9,0.3,0.0624,0,0,1.6,0.32,3.18,5.12,7.97,4.9,0,1.0285714285714285,37.1,3.4615384615384612,0.0,1.47
28,17.44,8,28,0.343,0.0024,0,1,1.7,0.121,3.74,4.43,8.73,5.3,0,1.2857142857142856,139.52,10.37037037037037,0.0,1.8179
41,79.08,52,30,0.32,0.0408,0,1,6.1,0.684,4.82,7.2,9.68,4.8,0,2.2682926829268295,4112.16,4.225352112676057,0.0,1.536
48,48.69,13,1,0.076,0.0512,1,1,3.0,0.492,4.42,6.38,8.58,3.2,0,1.2708333333333333,632.97,0.25,0.005344467640918581,0.2432
26,82.95,1,4,0.587,0.0064,0,0,1.4,0.373,5.0,5.3,9.98,6.6,0,1.0384615384615385,82.95,1.6666666666666667,0.0,3.8741999999999996
26,78.76,7,80,0.051,0.0712,0,0,2.5,0.765,4.77,2.07,9.53,2.9,1,1.2692307692307692,551.32,22.857142857142858,0.0,0.14789999999999998
21,41.5,11,27,0.45,0.0016,0,0,2.1,0.803,4.7,4.72,9.69,5.9,0,1.5238095238095237,456.5,8.709677419354838,0.0,2.6550000000000002
21,102.26,11,20,0.021,0.0184,1,0,0.5,0.51,3.74,4.53,8.01,2.5,0,1.5238095238095237,1124.8600000000001,13.333333333333334,0.002042175360710322,0.052500000000000005
47,126.33,24,102,0.441,0.0216,1,0,2.3,0.59,4.96,1.57,9.22,5.3,1,1.5106382978723403,3031.92,30.90909090909091,0.0021135029354207436,2.3373
57,124.99,15,75,0.284,0.1128,2,0,2.3,0.58,3.98,2.52,7.27,4.2,1,1.263157894736842,1874.85,22.72727272727273,0.027279322853688028,1.1927999999999999
42,61.38,11,31,0.132,0.176,1,0,4.1,0.831,4.35,5.18,8.1,3.6,0,1.2619047619047619,675.1800000000001,6.07843137254902,0.01934065934065934,0.4752
53,56.93,14,73,0.602,0.2,1,0,4.2,0.263,3.57,3.22,7.24,6.9,1,1.2641509433962264,797.02,14.038461538461538,0.024271844660194174,4.1538
45,95.1,46,19,0.341,0.0536,0,1,2.2,0.465,5.0,6.32,9.82,4.8,0,2.022222222222222,4374.599999999999,5.9375,0.0,1.6368
25,44.26,1,2,0.265,0.016,0,0,1.3,0.802,4.33,5.37,9.28,4.6,0,1.04,44.26,0.8695652173913044,0.0,1.2189999999999999
16,70.01,1,45,0.333,0.0232,2,0,3.4,0.457,2.94,3.92,6.53,4.9,0,1.0625,70.01,10.227272727272727,0.006162018592297476,1.6317000000000002
42,37.02,11,21,0.525,0.0152,1,0,3.2,0.818,3.14,5.38,7.42,6.5,0,1.2619047619047619,407.22,5.0,0.0018052256532066508,3.4125
8,55.3,3,23,0.185,0.1024,2,0,2.3,0.801,2.48,4.72,5.81,4.0,0,1.375,165.89999999999998,6.96969696969697,0.030073421439060208,0.74
33,234.78,34,31,0.173,0.1104,2,1,6.9,0.816,3.27,6.88,6.57,2.8,0,2.0303030303030303,7982.52,3.9240506329113924,0.029167767503302508,0.48439999999999994
58,85.32,30,2,0.198,0.0448,1,0,2.4,0.717,3.55,6.7,7.73,3.9,0,1.5172413793103448,2559.6,0.5882352941176471,0.005131729667812141,0.7722
26,87.24,1,62,0.121,0.0328,1,0,0.0,0.327,4.61,1.93,8.83,3.3,1,1.0384615384615385,87.24,62.0,0.0033367243133265514,0.3993
5,70.46,2,48,0.154,0.0328,1,0,2.9,0.171,3.81,3.63,8.03,3.7,1,1.4,140.92,12.307692307692308,0.00363233665559247,0.5698
24,89.22,1,15,0.373,0.0224,2,0,3.3,0.591,2.89,5.38,6.48,5.1,0,1.0416666666666667,89.22,3.488372093023256,0.005989304812834224,1.9022999999999999
54,33.83,1,23,0.292,0.0104,0,0,1.5,0.509,3.69,4.38,8.66,4.8,0,1.0185185185185186,33.83,9.2,0.0,1.4016
39,63.33,10,157,0.773,0.0552,1,1,4.5,0.399,5.0,1.83,9.15,8.0,1,1.2564102564102564,633.3,28.545454545454547,0.005438423645320197,6.184
53,38.02,1,14,0.385,0.0064,1,0,0.8,0.402,4.01,4.6,8.32,5.5,0,1.0188679245283019,38.02,7.777777777777778,0.0006866952789699571,2.1175
3,165.14,1,105,0.16,0.1264,0,0,2.0,0.7,4.08,1.0,8.66,3.1,1,1.3333333333333333,165.14,35.0,0.0,0.49600000000000005
49,39.13,1,41,0.38,0.0192,1,0,5.7,0.816,4.16,4.88,8.43,5.4,0,1.0204081632653061,39.13,6.119402985074626,0.002036055143160127,2.052
60,32.52,1,56,0.256,0.1152,0,0,4.2,0.467,5.0,3.63,9.62,4.6,0,1.0166666666666666,32.52,10.769230769230768,0.0,1.1776
23,86.56,6,124,0.095,0.088,0,1,2.7,0.437,5.0,1.1,9.71,3.1,1,1.2608695652173914,519.36,33.51351351351351,0.0,0.29450000000000004
44,35.4,12,12,0.486,0.032,2,0,4.5,0.655,2.51,6.3,6.07,6.2,0,1.2727272727272727,424.79999999999995,2.1818181818181817,0.009052333804809052,3.0132
43,113.77,22,20,0.174,0.0752,0,1,2.0,0.75,3.69,5.4,8.44,3.5,0,1.5116279069767442,2502.94,6.666666666666667,0.0,0.609
41,30.35,21,19,0.53,0.1135999999999999,2,0,6.4,0.412,4.1,6.88,7.39,6.5,0,1.5121951219512195,637.35,2.5675675675675675,0.027079856972586386,3.4450000000000003
30,49.55,1,88,0.132,0.0448,0,1,0.2,0.432,3.56,1.0,8.41,3.6,1,1.0333333333333334,49.55,73.33333333333334,0.0,0.4752
10,76.75,1,17,0.47,0.0304,0,0,7.6,0.595,4.41,6.72,9.31,5.8,0,1.1,76.75,1.9767441860465118,0.0,2.726
5,42.98,3,12,0.231,0.0552,0,0,6.1,0.531,4.81,6.53,9.63,4.4,0,1.6,128.94,1.6901408450704227,0.0,1.0164000000000002
9,29.52,3,10,0.142,0.0696,0,1,2.8,0.487,3.67,5.53,8.44,3.8,0,1.3333333333333333,88.56,2.6315789473684212,0.0,0.5396
40,80.1,21,2,0.276,0.0328,4,0,6.4,0.671,2.42,7.73,4.64,4.5,0,1.525,1682.1,0.27027027027027023,0.023262411347517734,1.242
37,66.44,10,42,0.266,0.0344,0,0,1.5,0.444,3.29,3.73,8.18,4.5,0,1.2702702702702702,664.4,16.8,0.0,1.197
42,38.73,11,38,0.351,0.2592,4,0,0.0,0.793,3.86,3.47,5.33,5.2,1,1.2619047619047619,426.03,38.0,0.16379146919431278,1.8252
36,117.36,10,79,0.25,0.0608,0,0,4.3,0.202,4.73,2.82,9.53,4.0,1,1.2777777777777777,1173.6,14.90566037735849,0.0,1.0
25,81.44,1,0,0.155,0.2232,0,1,2.5,0.802,4.53,5.87,8.79,3.6,0,1.04,81.44,0.0,0.0,0.558
45,45.82,12,40,0.364,0.188,2,0,3.0,0.75,4.96,4.4,8.0,5.3,0,1.2666666666666666,549.84,10.0,0.041777777777777775,1.9291999999999998
27,177.46,1,53,0.262,0.0552,1,0,1.9,0.833,3.59,3.02,7.74,3.8,1,1.037037037037037,177.46,18.27586206896552,0.00631578947368421,0.9956
9,97.65,3,5,0.08,0.0624,1,0,1.3,0.907,4.33,5.28,8.46,3.0,0,1.3333333333333333,292.95000000000005,2.173913043478261,0.0065961945031712465,0.24
52,63.58,14,18,0.08,0.0312,0,0,4.6,0.846,3.83,6.1,8.73,3.2,0,1.2692307692307692,890.12,3.2142857142857144,0.0,0.256
44,59.04,12,3,0.362,0.0456,0,0,3.6,0.112,3.44,6.45,8.29,5.2,0,1.2727272727272727,708.48,0.6521739130434783,0.0,1.8824
28,110.69,8,52,0.133,0.0016,0,0,1.2,0.472,4.7,3.07,9.69,3.3,0,1.2857142857142856,885.52,23.636363636363633,0.0,0.4389
41,138.25,1,1,0.073,0.0552,1,0,2.2,0.394,4.78,5.72,8.93,2.7,0,1.024390243902439,138.25,0.3125,0.005558912386706949,0.1971
38,64.69,1,49,0.44,0.0688,0,0,2.9,0.939,4.55,3.55,9.32,5.7,0,1.0263157894736843,64.69,12.564102564102564,0.0,2.508
45,52.17,23,51,0.492,0.2152,1,0,1.4,0.908,4.01,3.68,7.63,6.1,1,1.511111111111111,1199.91,21.25,0.024936268829663967,3.0012
6,124.14,1,37,0.487,0.0608,0,1,3.6,0.548,4.92,4.38,9.72,5.7,0,1.1666666666666667,124.14,8.043478260869566,0.0,2.7759
45,34.89,1,7,0.297,0.1528,0,0,1.1,0.17,4.19,5.05,8.68,4.9,0,1.0222222222222221,34.89,3.333333333333333,0.0,1.4553
56,172.45,43,2,0.388,0.2264,1,0,1.1,0.674,5.0,6.7,8.58,4.7,0,1.7678571428571428,7415.349999999999,0.9523809523809523,0.023632567849686845,1.8236
51,74.09,13,8,0.716,0.0352,0,0,2.7,0.563,4.14,5.93,9.02,7.6,0,1.2549019607843137,963.1700000000001,2.162162162162162,0.0,5.441599999999999
22,27.11,12,71,0.101,0.1752,2,0,3.4,0.245,4.5,2.98,7.58,3.5,1,1.5454545454545454,325.32,16.136363636363637,0.04083916083916084,0.35350000000000004
47,73.28,1,34,0.485,0.0448,0,0,1.8,0.565,5.0,3.93,9.85,6.0,0,1.0212765957446808,73.28,12.142857142857144,0.0,2.91
48,110.56,13,13,0.737,0.0784,0,1,7.8,0.953,4.09,7.38,8.83,7.5,0,1.2708333333333333,1437.28,1.477272727272727,0.0,5.5275
26,57.03,1,1,0.274,0.08,0,0,3.1,0.829,3.78,6.02,8.51,4.6,0,1.0384615384615385,57.03,0.24390243902439027,0.0,1.2604
46,45.86,24,1,0.38,0.0304,2,1,3.7,0.597,3.56,6.98,7.13,5.4,0,1.5217391304347827,1100.6399999999999,0.2127659574468085,0.007478474784747848,2.052
8,84.62,3,39,0.014,0.0328,0,0,5.1,0.849,4.09,4.85,8.98,2.6,0,1.375,253.86,6.39344262295082,0.0,0.0364
27,33.49,7,10,0.35,0.0184,1,0,5.8,0.453,4.28,6.67,8.55,5.2,0,1.2592592592592593,234.43,1.4705882352941178,0.001926701570680628,1.8199999999999998
33,66.88,17,80,0.208,0.0184,0,0,3.9,0.443,2.82,2.87,7.76,4.1,1,1.5151515151515151,1136.96,16.3265306122449,0.0,0.8527999999999999
6,54.28,1,90,0.032,0.164,0,0,0.1,0.776,4.16,1.0,8.61,2.9,1,1.1666666666666667,54.28,81.81818181818181,0.0,0.0928
39,105.54,1,25,0.14,0.0072,0,0,2.3,0.501,4.94,4.55,9.92,3.3,0,1.0256410256410255,105.54,7.575757575757576,0.0,0.462
19,62.33,5,35,0.094,0.068,0,0,4.1,0.654,5.0,4.78,9.77,3.3,0,1.263157894736842,311.65,6.862745098039216,0.0,0.3102
53,131.15,27,48,0.67,0.1296,2,0,5.2,0.827,3.26,5.23,6.49,6.9,0,1.509433962264151,3541.05,7.741935483870967,0.03460614152202937,4.623
14,23.62,11,5,0.228,0.0768,2,0,3.4,0.733,3.65,6.25,7.06,4.5,0,1.7857142857142856,259.82,1.1363636363636362,0.019057071960297767,1.026
13,47.63,17,38,0.328,0.0456,0,0,1.3,0.674,4.69,4.1,9.54,5.0,0,2.3076923076923075,809.71,16.521739130434785,0.0,1.6400000000000001
57,47.05,43,7,0.313,0.0168,0,1,4.7,0.53,4.23,7.65,9.17,4.9,0,1.7543859649122808,2023.1499999999999,1.2280701754385965,0.0,1.5337
5,34.15,4,25,0.033,0.0048,1,1,0.0,0.701,3.09,3.88,7.41,3.0,0,1.8,136.6,25.0,0.0005707491082045183,0.099
42,172.56,1,34,0.073,0.0088,0,0,5.2,0.848,2.5,5.07,7.47,2.5,0,1.0238095238095237,172.56,5.483870967741935,0.0,0.1825
6,64.23,5,52,0.276,0.0328,0,1,1.7,0.845,3.88,3.13,8.77,4.5,0,1.8333333333333335,321.15000000000003,19.25925925925926,0.0,1.242
28,72.74,22,48,0.146,0.0072,1,0,4.3,0.48,2.91,4.77,7.22,3.6,0,1.7857142857142856,1600.28,9.056603773584905,0.0008759124087591242,0.5256
23,100.67,12,24,0.233,0.0888,2,0,4.1,0.332,3.57,5.57,6.94,4.0,0,1.5217391304347827,1208.04,4.705882352941177,0.022367758186397985,0.932
23,61.97,18,12,0.272,0.1432,1,0,5.3,0.43,4.7,6.77,8.56,4.5,0,1.7826086956521738,1115.46,1.9047619047619049,0.014979079497907949,1.2240000000000002
51,40.7,13,117,0.418,0.0736,3,0,2.3,0.614,2.18,1.2,4.93,5.7,1,1.2549019607843137,529.1,35.45454545454545,0.037234401349072514,2.3826
33,107.96,1,22,0.052,0.0336,2,0,2.2,0.555,5.0,4.67,8.55,2.7,0,1.0303030303030303,107.96,6.875,0.007036649214659685,0.1404
59,20.37,30,39,0.646,0.1672,2,1,3.8,0.892,2.66,5.32,5.77,7.4,0,1.5084745762711864,611.1,8.125,0.0493943870014771,4.7804
39,68.6,10,36,0.11,0.1432,1,0,0.0,0.581,1.85,3.53,5.71,3.4,1,1.2564102564102564,686.0,36.0,0.02134128166915052,0.374
60,61.15,16,28,0.255,0.0744,0,0,1.2,0.5,4.68,4.53,9.43,4.4,0,1.2666666666666666,978.4,12.727272727272727,0.0,1.122
14,32.53,4,130,0.398,0.1376,0,1,0.0,0.563,4.98,1.0,9.52,5.6,1,1.2857142857142856,130.12,130.0,0.0,2.2288
33,125.44,9,32,0.086,0.0152,1,0,0.4,0.46,3.92,3.83,8.2,2.8,0,1.2727272727272727,1128.96,22.857142857142858,0.0016521739130434783,0.24079999999999996
48,87.47,25,107,0.232,0.056,0,0,5.5,0.747,3.4,2.67,8.21,4.1,1,1.5208333333333335,2186.75,16.46153846153846,0.0,0.9511999999999999
40,55.51,11,1,0.17,0.0224,0,0,5.1,0.486,5.0,7.02,9.93,3.9,0,1.275,610.61,0.1639344262295082,0.0,0.663
53,35.59,14,87,0.195,0.0552,2,0,5.8,0.396,5.0,3.05,8.48,4.2,1,1.2641509433962264,498.26000000000005,12.794117647058824,0.011645569620253165,0.8190000000000001
44,105.41,1,33,0.368,0.0976,3,0,2.7,0.666,3.83,4.28,6.5,4.9,1,1.0227272727272727,105.41,8.91891891891892,0.03904,1.8032000000000001
45,90.94,23,12,0.089,0.004,1,1,2.4,0.521,4.91,5.97,9.23,3.1,0,1.511111111111111,2091.62,3.5294117647058822,0.00039100684261974585,0.2759
37,93.84,10,2,0.35,0.088,0,0,5.3,0.327,4.57,7.0,9.28,4.9,0,1.2702702702702702,938.4000000000001,0.31746031746031744,0.0,1.715
39,105.21,1,6,0.269,0.0664,1,0,3.5,0.675,2.85,5.9,6.96,4.3,0,1.0256410256410255,105.21,1.3333333333333333,0.008341708542713568,1.1567
16,51.61,1,43,0.273,0.0168,0,0,5.3,0.731,4.5,4.65,9.44,4.6,0,1.0625,51.61,6.825396825396826,0.0,1.2558
51,171.61,13,3,0.232,0.008,1,0,0.6,0.748,4.26,5.48,8.57,3.6,0,1.2549019607843137,2230.9300000000003,1.875,0.0008359456635318704,0.8352
56,59.23,29,6,0.401,0.0464,0,0,5.0,0.95,3.72,7.33,8.57,5.5,0,1.5178571428571428,1717.6699999999998,1.0,0.0,2.2055000000000002
34,81.53,1,46,0.134,0.0264,2,0,1.7,0.836,4.62,3.3,8.2,3.4,0,1.0294117647058822,81.53,17.037037037037035,0.0057391304347826095,0.4556
6,90.12,1,4,0.718,0.0088,0,0,0.0,0.59,4.5,4.83,9.47,7.5,0,1.1666666666666667,90.12,4.0,0.0,5.385
52,57.09,27,35,0.261,0.0064,1,0,4.2,0.483,3.92,5.55,8.23,4.5,0,1.5192307692307692,1541.43,6.730769230769231,0.0006933911159263271,1.1745
5,43.18,1,2,0.367,0.04,0,0,2.4,0.567,5.0,5.73,9.87,5.3,0,1.2,43.18,0.5882352941176471,0.0,1.9450999999999998
29,51.96,8,24,0.079,0.0264,0,1,5.3,0.359,4.37,5.83,9.28,3.2,0,1.2758620689655173,415.68,3.8095238095238098,0.0,0.2528
25,125.94,7,12,0.42,0.0664,1,0,1.0,0.384,3.65,4.97,7.76,5.2,0,1.28,881.5799999999999,6.0,0.007579908675799087,2.184
26,98.29,14,28,0.027,0.1488,2,1,3.7,0.357,3.18,5.3,6.35,2.6,0,1.5384615384615383,1376.0600000000002,5.957446808510638,0.04048979591836734,0.0702
44,79.46,45,6,0.37,0.0456,0,0,1.8,0.293,4.44,6.8,9.29,5.1,0,2.0227272727272725,3575.7,2.142857142857143,0.0,1.8869999999999998
37,87.44,1,74,0.157,0.0064,1,0,4.5,0.612,3.52,2.83,7.83,3.6,1,1.027027027027027,87.44,13.454545454545455,0.0007248018120045301,0.5652
56,59.32,29,7,0.184,0.0496,0,0,4.5,0.55,3.56,7.12,8.39,3.9,0,1.5178571428571428,1720.28,1.2727272727272727,0.0,0.7176
9,73.78,1,6,0.007,0.0784,0,0,2.3,0.514,5.0,5.5,9.74,2.6,0,1.1111111111111112,73.78,1.8181818181818183,0.0,0.0182
8,49.84,1,3,0.179,0.2016,1,0,1.6,0.446,4.38,5.42,8.04,4.0,0,1.125,49.84,1.1538461538461537,0.022300884955752213,0.716
38,33.34,1,30,0.384,0.104,1,0,1.4,0.534,2.2,4.0,6.19,5.5,0,1.0263157894736843,33.34,12.5,0.01446453407510431,2.112
22,36.22,6,54,0.18,0.0064,2,0,3.6,0.364,4.31,3.7,7.96,4.0,1,1.2727272727272727,217.32,11.73913043478261,0.0014285714285714286,0.72
57,15.46,29,35,0.427,0.0128,0,1,1.1,0.49,5.0,4.58,9.96,5.9,0,1.5087719298245614,448.34000000000003,16.666666666666664,0.0,2.5193000000000003
40,40.17,21,2,0.071,0.0344,1,1,4.6,0.812,3.21,7.13,7.43,3.3,0,1.525,843.57,0.35714285714285715,0.004080664294187426,0.23429999999999995
35,58.46,1,10,0.387,0.1632,2,1,7.3,0.912,4.02,6.97,7.14,5.4,0,1.0285714285714285,58.46,1.2048192771084336,0.0400982800982801,2.0898000000000003
12,18.39,1,39,0.328,0.0072,2,0,4.1,0.33,2.21,4.45,5.85,5.2,0,1.0833333333333333,18.39,7.647058823529412,0.0021021897810218977,1.7056000000000002
37,85.25,10,14,0.258,0.1936,1,0,3.0,0.732,3.99,5.63,7.68,4.3,0,1.2702702702702702,852.5,3.5,0.02230414746543779,1.1094
54,39.66,14,32,0.433,0.0088,1,0,1.4,0.815,3.38,4.33,7.68,5.8,0,1.2592592592592593,555.24,13.333333333333334,0.0010138248847926267,2.5114
24,21.72,7,32,0.431,0.196,1,0,1.8,0.589,4.64,4.23,8.32,5.9,0,1.2916666666666667,152.04,11.428571428571429,0.021030042918454936,2.5429
21,52.12,6,6,0.327,0.032,0,1,2.2,0.936,2.69,5.63,7.58,5.0,0,1.2857142857142856,312.71999999999997,1.875,0.0,1.635
44,64.0,12,26,0.135,0.1312,3,0,3.9,0.853,2.26,5.4,4.82,3.6,0,1.2727272727272727,768.0,5.3061224489795915,0.06762886597938145,0.48600000000000004
7,50.85,2,40,0.429,0.044,0,1,4.4,0.624,4.07,4.53,8.92,5.7,0,1.2857142857142856,101.7,7.4074074074074066,0.0,2.4453
40,89.99,1,13,0.079,0.0424,0,0,2.4,0.882,4.2,5.18,9.06,3.0,0,1.025,89.99,3.823529411764706,0.0,0.237
8,17.08,1,50,0.391,0.1464,2,1,2.6,0.694,2.89,3.4,6.07,5.6,0,1.125,17.08,13.88888888888889,0.041414427157001416,2.1896
54,27.84,1,4,0.161,0.0208,0,0,6.0,0.81,4.75,6.83,9.68,4.0,0,1.0185185185185186,27.84,0.5714285714285714,0.0,0.644
2,64.98,2,12,0.054,0.0104,0,0,2.8,0.368,4.26,5.4,9.23,3.0,0,2.0,129.96,3.1578947368421053,0.0,0.162
20,49.42,21,54,0.203,0.404,3,0,2.9,0.56,4.66,3.97,6.31,4.1,0,2.05,1037.82,13.846153846153847,0.16580027359781124,0.8323
22,63.04,12,2,0.258,0.0512,0,0,4.9,0.897,4.32,6.93,9.15,4.4,0,1.5454545454545454,756.48,0.3389830508474576,0.0,1.1352000000000002
31,100.92,16,83,0.375,0.0528,2,1,1.8,0.381,3.02,1.98,6.51,5.0,1,1.5161290322580645,1614.72,29.642857142857146,0.014061251664447404,1.875
24,244.39,13,30,0.541,0.0336,0,1,0.0,0.733,4.43,3.93,9.32,5.3,0,1.5416666666666665,3177.0699999999997,30.0,0.0,2.8673
3,32.41,1,4,0.448,0.0008,0,1,0.7,0.534,3.82,5.07,8.82,5.9,0,1.3333333333333333,32.41,2.3529411764705883,0.0,2.6432
11,193.6,3,2,0.313,0.0528,1,1,0.0,0.295,4.85,5.0,9.01,4.0,0,1.2727272727272727,580.8,2.0,0.005274725274725275,1.252
43,156.1,11,0,0.26,0.0528,0,0,3.6,0.19,3.64,6.57,8.46,3.9,0,1.255813953488372,1717.1,0.0,0.0,1.014
48,55.46,13,32,0.471,0.0536,0,1,6.7,0.457,3.29,6.07,8.11,6.0,0,1.2708333333333333,720.98,4.1558441558441555,0.0,2.8259999999999996
59,57.7,30,132,0.263,0.1032,0,0,2.7,0.795,3.26,1.9,7.92,4.5,1,1.5084745762711864,1731.0,35.67567567567568,0.0,1.1835
37,59.95,1,5,0.43,0.0296,3,0,6.1,0.756,2.06,6.82,4.96,5.7,0,1.027027027027027,59.95,0.7042253521126761,0.014899328859060404,2.451
51,95.69,39,8,0.231,0.052,2,1,1.5,0.587,4.01,6.4,7.5,4.0,0,1.7647058823529411,3731.91,3.2,0.012235294117647058,0.924
17,153.52,1,51,0.449,0.0344,1,0,1.0,0.316,5.0,2.82,9.22,5.2,1,1.0588235294117647,153.52,25.5,0.0033659491193737765,2.3348
28,35.73,22,84,0.298,0.088,1,0,5.4,0.16,4.22,3.33,8.26,4.9,1,1.7857142857142856,786.06,13.125,0.009503239740820735,1.4602
45,162.63,12,17,0.357,0.0112,0,0,5.8,0.973,3.71,6.48,8.67,4.5,0,1.2666666666666666,1951.56,2.5,0.0,1.6065
43,24.54,1,56,0.465,0.0408,1,0,1.3,0.622,3.53,2.67,7.73,6.1,1,1.0232558139534884,24.54,24.347826086956523,0.004673539518900344,2.8365
45,62.6,23,30,0.15,0.02,0,0,4.0,0.598,5.0,5.6,9.93,3.7,0,1.511111111111111,1439.8,6.0,0.0,0.555
49,78.2,13,33,0.372,0.048,1,0,4.2,0.566,4.21,5.18,8.38,5.1,0,1.2653061224489797,1016.6,6.346153846153846,0.0051172707889125795,1.8971999999999998
29,32.7,1,9,0.041,0.0192,0,1,1.2,0.867,3.56,4.98,8.5,3.1,0,1.0344827586206897,32.7,4.090909090909091,0.0,0.12710000000000002
28,40.8,15,6,0.336,0.016,1,0,4.2,0.734,4.43,6.6,8.71,5.1,0,1.5357142857142856,612.0,1.1538461538461537,0.0016477857878475796,1.7136
12,65.24,1,57,0.653,0.0024,0,1,1.2,0.272,4.45,2.58,9.44,7.2,0,1.0833333333333333,65.24,25.909090909090907,0.0,4.7016
17,36.24,5,18,0.207,0.1056,3,0,5.1,0.614,3.73,5.97,6.38,4.2,0,1.2941176470588236,181.20000000000002,2.9508196721311477,0.04292682926829268,0.8694
10,48.48,3,70,0.321,0.196,1,0,4.5,0.817,4.72,3.1,8.4,5.0,1,1.3,145.44,12.727272727272727,0.020851063829787235,1.605
24,44.85,7,7,0.047,0.0016,0,0,1.7,0.861,4.03,5.45,9.02,3.1,0,1.2916666666666667,313.95,2.5925925925925926,0.0,0.1457
7,91.52,1,8,0.098,0.084,1,0,4.0,0.777,3.34,5.97,7.39,3.1,0,1.1428571428571428,91.52,1.6,0.0100119189511323,0.3038
19,268.01,1,7,0.014,0.148,3,0,2.6,0.364,5.0,5.55,7.51,1.5,0,1.0526315789473684,268.01,1.9444444444444444,0.05217391304347826,0.021
46,142.9,1,31,0.193,0.0024,0,0,2.7,0.583,3.95,4.38,8.94,3.5,0,1.0217391304347827,142.9,8.378378378378377,0.0,0.6755
38,63.56,20,8,0.49,0.0472,1,0,0.2,0.682,2.63,5.33,6.81,6.0,0,1.526315789473684,1271.2,6.666666666666667,0.0060435339308578745,2.94
42,73.13,11,11,0.103,0.0464,0,0,1.8,0.948,4.13,5.42,8.98,3.3,0,1.2619047619047619,804.43,3.928571428571429,0.0,0.3399
1,164.22,1,86,0.33,0.0616,2,0,1.1,0.936,3.49,1.1,6.95,4.3,1,2.0,164.22,40.95238095238095,0.01549685534591195,1.419
22,77.71,6,23,0.386,0.0024,0,0,5.8,0.82,4.37,5.98,9.36,5.2,0,1.2727272727272727,466.26,3.3823529411764706,0.0,2.0072
17,69.83,5,1,0.425,0.1376,0,0,4.6,0.242,5.0,6.65,9.54,5.6,0,1.2941176470588236,349.15,0.17857142857142858,0.0,2.38
37,50.27,1,17,0.105,0.064,2,0,2.6,0.302,4.31,5.05,7.76,3.4,0,1.027027027027027,50.27,4.722222222222222,0.014611872146118723,0.357
37,66.42,10,22,0.312,0.0024,0,0,4.9,0.865,4.4,5.87,9.39,4.8,0,1.2702702702702702,664.2,3.7288135593220337,0.0,1.4976
50,36.56,1,5,0.501,0.0136,1,0,8.3,0.569,4.36,7.55,8.65,6.3,0,1.02,36.56,0.5376344086021505,0.001409326424870466,3.1563
53,74.1,14,40,0.559,0.0008,1,0,4.6,0.414,4.43,5.0,8.76,6.5,0,1.2641509433962264,1037.3999999999999,7.142857142857143,8.19672131147541e-05,3.6335
52,36.51,40,99,0.333,0.0672,1,1,4.1,0.407,4.53,2.75,8.64,5.1,1,1.7692307692307692,1460.3999999999999,19.411764705882355,0.006970954356846472,1.6983
26,68.9,1,20,0.383,0.0208,0,0,1.5,0.637,5.0,4.53,9.93,5.3,0,1.0384615384615385,68.9,8.0,0.0,2.0299
45,72.31,23,3,0.136,0.0232,0,0,4.5,0.505,3.74,7.12,8.66,3.5,0,1.511111111111111,1663.13,0.5454545454545454,0.0,0.47600000000000003
36,134.67,19,6,0.176,0.0808,0,1,3.3,0.53,3.71,6.43,8.44,3.4,0,1.5277777777777777,2558.7299999999996,1.3953488372093024,0.0,0.5983999999999999
39,43.95,1,63,0.151,0.044,0,0,1.5,0.78,4.56,2.38,9.41,3.8,0,1.0256410256410255,43.95,25.2,0.0,0.5738
16,34.13,5,5,0.377,0.0536,2,0,2.8,0.875,3.6,5.85,7.09,5.4,0,1.3125,170.65,1.3157894736842106,0.013250927070457356,2.0358
8,49.85,3,65,0.342,0.0048,1,0,2.1,0.765,3.77,2.55,8.09,5.1,1,1.375,149.55,20.967741935483872,0.000528052805280528,1.7442
